1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0,0,0,0,0,0,1,0,0,0,0,46.03846154,4.568333333,3.9,3.9,720000,3.9,3.9
0,0,0,1,0,0,0,0,0,0,0,0,17390.04684,19072.44386,47937.95953,48521.5,22900000,715.0890771,48521.5
0,0,1,0,0,0,0,0,0,0,0,0,22158.05344,17755.88232,47681.71778,52660.13333,495000,715.0890771,5415.7
1,0,0,0,0,0,0,0,0,0,0,0,12539.23214,9294.740714,5654.360678,4955.275,6540000,715.0890771,5177.2
1,0,0,0,0,0,0,0,0,0,0,0,2099.341667,27294.68953,1915.8,2731.15,731000,715.0890771,1915.8
0,0,0,0,0,0,0,0,0,1,0,0,3281.871429,14456.97778,5907.148077,3828.3,361000,715.0890771,3828.3
0,0,0,0,0,0,1,0,0,0,0,0,730.92,16880.38894,730.92,730.92,881000,730.92,730.92
0,0,0,0,0,0,1,0,0,0,0,0,13262.65313,8490.687692,15692.0077,2194.2,789000,715.0890771,1792.3
0,0,0,0,0,0,0,0,1,0,0,0,28556.481,18824.44677,3927.14,1428.37,1030000,1308.408333,1428.37
0,0,0,0,0,0,0,0,1,0,0,0,20052.96816,17834.79083,8815.024494,2114.45,313000,715.0890771,2114.45
0,0,0,1,0,0,0,0,0,0,0,0,5.1,5.05,39.92916667,5.1,129000,715.0890771,5.1
0,0,0,0,0,0,0,0,0,0,0,1,13707.77133,18141.69988,22950.4,5478.4,55500000,715.0890771,5478.4
0,0,1,0,0,0,0,0,0,0,0,0,22750.00514,17814.56224,9986.1,9986.1,714000,715.0890771,9986.1
0,0,0,0,0,0,0,0,1,0,0,0,7119.860345,1437.283158,280.96,250.5066667,127000,715.0890771,349.7
0,0,0,0,0,0,1,0,0,0,0,0,6729.663939,5974.34671,11.95,5250.444779,2180000,715.0890771,0
0,0,0,1,0,0,0,0,0,0,0,0,6729.663939,5974.34671,2227.271429,1.8,1920000,715.0890771,1.8
0,0,0,0,0,0,0,0,0,0,0,1,2832.932759,264.5466667,9969.832857,213.94,176000,715.0890771,213.94
0,1,0,0,0,0,0,0,0,0,0,0,25467.36194,46548.15267,30131.82246,3450.2,545000,715.0890771,3450.2
0,0,0,0,0,0,0,0,0,0,1,0,19564.49057,5111.934545,1309.2,1309.2,7950000,715.0890771,1309.2
0,0,0,0,0,0,0,0,0,1,0,0,11064.97959,17791.26817,7467.211111,948,29800000,715.0890771,948
0,0,1,0,0,0,0,0,0,0,0,0,99.24615385,17834.79083,6298.578349,416.4375,20200,715.0890771,31.3
0,0,1,0,0,0,0,0,0,0,0,0,19489.59105,32523.77333,165.31,165.31,2810000,715.0890771,165.31
0,0,0,0,0,0,0,0,0,1,0,0,521.4,505.8,21.64444444,21.55,179000,715.0890771,23.6
0,0,0,0,0,0,0,0,0,0,1,0,2383.6455,5974.34671,79.1,79.1,3340000,715.0890771,79.1
0,0,0,0,1,0,0,0,0,0,0,0,5229.1725,61.205,1.3,671.5,9510000,715.0890771,1.3
0,1,0,0,0,0,0,0,0,0,0,0,21890.69048,11363.752,20571.685,21722.385,524000,715.0890771,2896.14
0,0,0,0,0,0,0,1,0,0,0,0,9135.368824,7792.221364,20173.73029,93.5,2130000,93.5,93.5
0,0,0,0,1,0,0,0,0,0,0,0,18188.47378,6891.610112,3564.7,3984.555,1210000,3564.7,3564.7
0,0,0,0,0,0,0,0,1,0,0,0,2382.923889,4225.877656,1464.56,1664.445,848000,715.0890771,1452.98
0,0,0,0,0,0,0,1,0,0,0,0,1216.88,782.8152381,1033.615833,841.125,828000,715.0890771,1489.2
0,0,1,0,0,0,0,0,0,0,0,0,1206.32,782.8152381,1973.0774,926.4,863000,715.0890771,926.4
0,0,0,0,0,0,0,1,0,0,0,0,13523.24412,17834.79083,6365.1,10409,638000,715.0890771,9759.2
0,0,0,1,0,0,0,0,0,0,0,0,20069.28808,7839.349524,2340.73,1993.7,1420000,1993.7,1993.7
0,0,0,0,0,0,0,0,1,0,0,0,2553.991429,5974.34671,6298.578349,0.37,2800,715.0890771,0.37
0,0,0,0,0,0,0,0,0,0,0,1,23615.89081,17834.79083,17396.72319,27332.38667,9190000,715.0890771,40923.18
0,0,0,0,0,1,0,0,0,0,0,0,4269.645946,8273.20087,4949.7356,250.5066667,4030000,715.0890771,255.12
0,0,0,1,0,0,0,0,0,0,0,0,837.1666667,320.88,6298.578349,320.88,564000,715.0890771,320.88
0,0,0,0,0,1,0,0,0,0,0,0,2545.7,11363.752,8820.571429,4382.5,1520000,715.0890771,3566.4
0,0,0,0,0,0,1,0,0,0,0,0,6022.768571,2803.5,7146.504615,4382.5,66900,715.0890771,2803.5
0,0,1,0,0,0,0,0,0,0,0,0,15037.4725,2278.24963,8249.370667,663.1,1320000,715.0890771,896.4
0,0,0,0,0,0,0,0,0,0,0,1,499.80875,5974.34671,357.22,294.4,153000,715.0890771,294.4
0,0,0,0,1,0,0,0,0,0,0,0,28433.6081,19158.50491,28135.58412,25572.46,510000,715.0890771,25977.43
0,0,0,0,0,1,0,0,0,0,0,0,346.3909091,500.325,874.53,508.6,14400000,715.0890771,508.6
0,0,0,0,0,0,1,0,0,0,0,0,1195.284706,5303.784615,442.7,442.7,3700000,442.7,442.7
0,0,0,0,0,0,1,0,0,0,0,0,9513.341304,25216.16941,19615.10976,1459.35,364000,715.0890771,2093
0,0,0,0,1,0,0,0,0,0,0,0,27468.20152,16608.10053,29885.2378,14181.84333,82200000,715.0890771,29146.8
0,1,0,0,0,0,0,0,0,0,0,0,265.794,27268.8877,30.6,53.45,872000,715.0890771,30.6
0,0,0,0,0,0,0,0,0,0,1,0,507.85,507.85,445.5522727,461.7545455,620000,715.0890771,499.8
0,0,0,0,0,1,0,0,0,0,0,0,507.85,507.85,445.5522727,461.7545455,620000,715.0890771,515.9
0,0,0,0,1,0,0,0,0,0,0,0,4448.00963,92.38636364,233.325,1.45,2310000,715.0890771,1.45
1,0,0,0,0,0,0,0,0,0,0,0,18182.79735,15689.94745,18518.96,1814.33,1010000,715.0890771,1814.33
0,0,0,0,0,0,0,1,0,0,0,0,27327.29217,18473.53603,34655.93,22962.35333,54100000,21839.91667,27539.35
0,0,0,0,0,0,0,0,0,0,0,1,27599.96138,26486.95286,28983.37069,17234.21,544000,715.0890771,28636.4
0,0,0,0,1,0,0,0,0,0,0,0,287.2416667,164.8066667,270.4,243.3,4180000,715.0890771,243.3
0,0,0,0,0,0,0,0,0,1,0,0,11915.006,5974.34671,1059.8,1059.8,1870000,715.0890771,1059.8
0,0,0,1,0,0,0,0,0,0,0,0,6729.663939,5974.34671,131,5250.444779,2230000,715.0890771,131
0,0,0,0,0,0,0,0,1,0,0,0,0.69,25591.21,0.69,0.69,706000,715.0890771,0.69
0,0,0,0,0,0,0,0,1,0,0,0,36101.45315,17601.19444,24849.03153,52656.19333,2070000,715.0890771,117002.8
0,0,0,0,0,0,0,1,0,0,0,0,2097.120294,1102.282692,3.9,3.9,197000,715.0890771,3.9
0,0,0,0,0,0,0,0,0,1,0,0,1000.52,23576.00579,30108.75355,1106.75,2120000,715.0890771,1065.6
0,0,0,0,0,0,1,0,0,0,0,0,39492.28952,22578.99903,46153.59448,39352.1,2220000,39352.1,39352.1
0,0,0,0,0,0,0,0,0,1,0,0,36877.36486,21018.54258,51173.28706,38769.3,908000,715.0890771,38769.3
0,0,0,0,0,0,0,1,0,0,0,0,18935.16522,9569.960185,914.2,213.3,1560000,715.0890771,213.3
0,0,0,1,0,0,0,0,0,0,0,0,7251.217952,26486.95286,21189.22154,6182,630000,715.0890771,6182
1,0,0,0,0,0,0,0,0,0,0,0,12103.85496,17606.77765,5059.999394,10830.65,2360000,715.0890771,1822.4
1,0,0,0,0,0,0,0,0,0,0,0,14450.47657,5974.34671,22245.96444,5514.416667,2350000,715.0890771,15360.1
0,0,0,0,0,0,1,0,0,0,0,0,18275.4386,20542.33706,23275.38114,5018.0225,1640000,5347.6,5347.6
0,0,0,1,0,0,0,0,0,0,0,0,4898.2425,5974.34671,1390.7,1390.7,52700000,715.0890771,1390.7
1,0,0,0,0,0,0,0,0,0,0,0,4660.944776,27294.68953,19062.95538,202.8,295000,715.0890771,202.8
0,0,0,0,1,0,0,0,0,0,0,0,6244.178571,558.0916667,294.75,297.35,5670000,715.0890771,562.6
0,0,0,0,0,0,0,0,0,0,0,1,22525.78235,17451.29596,24978.82615,13038.15667,2050000,715.0890771,15953
0,0,0,0,0,0,0,0,0,0,1,0,8035.264286,991.885,1564.54,1894.6,4050000,715.0890771,1894.6
0,0,0,0,0,0,0,0,0,0,0,1,2192.213333,954.77125,11670.69159,1755.166667,209000,715.0890771,2591.9
0,0,0,0,0,0,0,1,0,0,0,0,38935.45556,17834.79083,28135.58412,20999.2,1280000,715.0890771,20999.2
1,0,0,0,0,0,0,0,0,0,0,0,12839.15315,3672.8,2209.064,7020.248889,14200000,715.0890771,757.8
0,0,1,0,0,0,0,0,0,0,0,0,3.8,5974.34671,3.8,3.8,799000,715.0890771,3.8
0,0,0,0,0,0,0,0,1,0,0,0,3500.238841,600.2066667,3359.580833,235.07,233000,715.0890771,339.21
0,0,0,0,0,0,0,1,0,0,0,0,16105.45791,16589.04231,21377.95641,5365.4,390000,715.0890771,5365.4
0,0,0,0,0,0,0,0,1,0,0,0,1630.035714,5974.34671,6298.578349,5250.444779,6200000,715.0890771,0
0,0,0,0,0,1,0,0,0,0,0,0,9631.164211,17601.19444,7652.749701,83.7,522000,715.0890771,83.7
1,0,0,0,0,0,0,0,0,0,0,0,2861.602609,17683.91854,10455.8696,113.6,187000,715.0890771,113.6
0,0,1,0,0,0,0,0,0,0,0,0,322.9955556,5974.34671,38.5,38.5,156000,715.0890771,38.5
0,0,1,0,0,0,0,0,0,0,0,0,1772.418889,991.885,607.2,607.2,994000,715.0890771,607.2
0,0,0,0,0,0,1,0,0,0,0,0,459.3007143,782.8152381,812.6912821,841.125,875000,715.0890771,423.6
0,0,0,1,0,0,0,0,0,0,0,0,159.7683333,133.7,133.7,133.7,874000,715.0890771,133.7
0,0,0,0,0,0,1,0,0,0,0,0,74.1,23802.21929,71.11428571,63.65,609000,715.0890771,74.1
0,0,0,0,0,0,0,0,0,1,0,0,1179.958824,782.8152381,1187.526364,841.125,3940000,715.0890771,1228
0,0,1,0,0,0,0,0,0,0,0,0,380.0888889,437.8376923,363.62,387.3,405000,715.0890771,387.3
0,1,0,0,0,0,0,0,0,0,0,0,5403.341731,31364.98591,268.692,277.2,361000,715.0890771,277.2
1,0,0,0,0,0,0,0,0,0,0,0,10890.52597,4923.191887,13852.1001,5434.0475,702000,715.0890771,2754.1
1,0,0,0,0,0,0,0,0,0,0,0,12495.1358,4138.765789,3042.932381,803.9,7730000,715.0890771,803.9
0,0,0,0,0,0,0,0,0,0,0,1,41885.32265,93405.46,38683.30053,65714.25,1610000,715.0890771,64883.6
1,0,0,0,0,0,0,0,0,0,0,0,12396.54,3578.807273,7329.890909,3426.25,397000,715.0890771,514.2
0,0,0,0,1,0,0,0,0,0,0,0,1505.746452,14950.72375,4246.801818,110.05,288000,715.0890771,162.1
0,1,0,0,0,0,0,0,0,0,0,0,16833.2559,17834.79083,5803.066667,3476.655,5160000,715.0890771,6305.9
0,0,0,0,0,0,1,0,0,0,0,0,8939.27125,19337.41455,16041.87109,886.5,3600000,715.0890771,886.5
0,0,0,0,0,0,0,1,0,0,0,0,8546.495588,238.6333333,30.9,30.9,1550000,715.0890771,30.9
0,0,0,0,0,0,1,0,0,0,0,0,1309.083333,5974.34671,188.5375,262.7,2490,715.0890771,481.1
0,0,1,0,0,0,0,0,0,0,0,0,7059.0575,5974.34671,11382.7193,56.01,2410000,715.0890771,0
0,0,0,0,0,0,0,0,1,0,0,0,33419.498,17594.64896,37811.18,1035.4,610000,715.0890771,1035.4
0,0,1,0,0,0,0,0,0,0,0,0,4045.078636,26829.06694,6.44,16.1,277000,715.0890771,0
0,0,0,0,1,0,0,0,0,0,0,0,55.1,55.1,47.075,55.1,464000,715.0890771,55.1
0,0,0,0,0,1,0,0,0,0,0,0,3285.63,35.4,1358.973333,28.1,107000,715.0890771,28.1
0,0,0,0,0,0,0,1,0,0,0,0,1202.683333,5974.34671,2.6,2.6,46500,715.0890771,2.6
0,0,0,1,0,0,0,0,0,0,0,0,6349.714783,239.05,22.26666667,17,103000,715.0890771,17
0,0,0,0,0,0,1,0,0,0,0,0,28147.48067,17834.79083,6298.578349,27242.81333,821000,715.0890771,17726.8
0,0,0,0,0,0,1,0,0,0,0,0,24036.25263,29102.87783,15927.78857,7863.7,1100000,13144.19792,7863.7
0,0,0,0,0,0,0,0,0,1,0,0,27046.22683,5974.34671,17685.12,5250.444779,2400000,715.0890771,14299.9
0,0,0,0,0,1,0,0,0,0,0,0,31663.12542,21573.73313,19221.67556,48843.85,2350000,61056.966,63881.6
0,1,0,0,0,0,0,0,0,0,0,0,6685.91,5390.183415,393.36,646.6866667,579000,715.0890771,393.36
0,0,0,0,0,1,0,0,0,0,0,0,944.455,991.885,869.8,869.8,330000,715.0890771,869.8
0,0,0,0,0,0,0,0,0,0,1,0,15429.8871,26431.69583,13138.99533,2362.5,525000,715.0890771,2362.5
1,0,0,0,0,0,0,0,0,0,0,0,16634.61253,5974.34671,5210.245143,844.6,4260000,715.0890771,844.6
0,0,0,0,1,0,0,0,0,0,0,0,32461.13986,22251.145,30578.24566,36974.365,9220000,45619.426,51382.8
0,0,0,0,1,0,0,0,0,0,0,0,30790.57185,22251.145,29899.85065,36974.365,1210000,28329.304,22565.93
0,0,0,0,0,0,1,0,0,0,0,0,344.1661538,5974.34671,454.53,454.53,58700,715.0890771,454.53
0,0,0,0,1,0,0,0,0,0,0,0,13462.262,15903.59251,750.945,750.945,12800000,715.0890771,498.29
0,0,1,0,0,0,0,0,0,0,0,0,1346.001053,17242.67738,5896.517143,791,65600,715.0890771,268.8
0,0,0,0,0,0,0,0,0,0,1,0,6.6,5974.34671,6.6,6.6,79800,715.0890771,6.6
0,0,0,0,0,0,0,0,0,0,1,0,1974.143333,5974.34671,517.5,517.5,304000,715.0890771,517.5
0,0,0,0,0,1,0,0,0,0,0,0,19437.08933,1124.685625,771.5571429,565.0333333,1860000,715.0890771,291.7
0,0,0,0,0,0,0,1,0,0,0,0,4391.437073,318.1181818,104.7,237.88,153000,715.0890771,104.7
0,0,0,0,0,0,0,1,0,0,0,0,25849.179,12049.70667,23198.72966,27473.95667,2780000,6441.87,6441.87
0,1,0,0,0,0,0,0,0,0,0,0,3389.007368,2801.408824,347.6666667,307.5,257000,715.0890771,307.5
0,0,0,0,0,1,0,0,0,0,0,0,2006.272593,31238.517,34281.69448,1205.893333,1090000,715.0890771,1200.6
0,0,0,0,0,1,0,0,0,0,0,0,2037.26,31238.517,36062.79927,1208.54,115000,715.0890771,1216.48
0,0,0,0,0,0,0,0,0,0,1,0,22236.72087,5974.34671,22.75,1222.275,322000,715.0890771,0
0,0,0,1,0,0,0,0,0,0,0,0,6729.663939,5974.34671,6298.578349,17.81,10400,715.0890771,17.81
0,0,0,0,0,0,0,1,0,0,0,0,6729.663939,5974.34671,496.07,5250.444779,26500,715.0890771,496.07
0,0,1,0,0,0,0,0,0,0,0,0,26562.57931,893.7818182,14650.00471,2085.2,947000,715.0890771,2085.2
0,0,0,0,0,0,1,0,0,0,0,0,7012.76125,18705.53674,33257.00571,652.9,10400000,715.0890771,652.9
1,0,0,0,0,0,0,0,0,0,0,0,5866.009091,1.8,1.8,1.8,1440000,715.0890771,1.8
0,0,0,0,0,1,0,0,0,0,0,0,240.6923077,5974.34671,6298.578349,5250.444779,76400,715.0890771,0
0,0,0,0,0,0,0,0,0,1,0,0,23288.8068,13276.91082,19777.23763,8774.5,9400000,715.0890771,8774.5
0,0,0,0,0,0,0,1,0,0,0,0,5558.899792,4302.107818,280.6,101.8333333,431000,715.0890771,280.6
0,0,0,0,0,1,0,0,0,0,0,0,61.78142857,2.8,2.8,2.8,465000,715.0890771,2.8
0,0,0,0,0,0,0,0,1,0,0,0,5227.70963,92.38636364,46.26,77.1,301000,715.0890771,77.1
0,0,0,0,0,0,0,0,0,0,0,1,790.928125,18.08181818,107.86,13.03333333,3370000,715.0890771,9.8
0,0,0,0,0,0,0,1,0,0,0,0,9613.307143,9569.960185,1315.803846,317.7333333,986000,715.0890771,433.9
0,0,0,0,0,0,0,1,0,0,0,0,85.4,17611.44851,640.38,201.5666667,255000,715.0890771,85.4
0,0,0,0,0,0,0,1,0,0,0,0,2196.558723,48.698,371.41,63.65,48200,715.0890771,53.2
0,0,0,1,0,0,0,0,0,0,0,0,12700.7357,15976.52239,27554.11171,1553.5,2500000,715.0890771,1553.5
0,0,0,0,1,0,0,0,0,0,0,0,26109.56069,8560.097541,5121.516875,4234.22,45400,715.0890771,207.4
0,0,0,0,0,0,0,0,0,1,0,0,23453.97278,27294.68953,28918.8,21524.1,5810000,715.0890771,21524.1
0,0,0,0,0,1,0,0,0,0,0,0,15170.93275,499.6884615,1293.207143,465.2,1280000,715.0890771,550.8
0,0,0,0,0,0,1,0,0,0,0,0,6086.815385,17834.79083,8108.1225,11823.425,1410000,715.0890771,6319.2
0,0,0,0,0,0,0,1,0,0,0,0,33562.36719,27268.8877,21786.16971,3744.6,2310000,3744.6,3744.6
0,0,0,0,0,0,0,0,1,0,0,0,713.0963636,5974.34671,6298.578349,502.305,59000,715.0890771,3.83
0,0,0,0,0,0,0,1,0,0,0,0,13272.71192,5295.982692,7639.554565,7222.23,1560000,715.0890771,7222.23
0,0,0,0,0,0,0,1,0,0,0,0,20119.56533,6022.094386,6377.782361,6364.05,1750000,715.0890771,7550.9
0,0,0,0,0,0,0,0,0,0,1,0,14342.18208,16973.66814,18911.61465,3028.6,2640000,715.0890771,3028.6
0,0,0,0,0,0,0,1,0,0,0,0,505.3357143,17437.49433,268.3333333,189.05,244000,715.0890771,332.4
0,0,0,1,0,0,0,0,0,0,0,0,7127.038,114.7857143,19.5,19.5,716000,715.0890771,19.5
0,0,0,0,0,1,0,0,0,0,0,0,135.1285714,5974.34671,0.133333333,167.7333333,114000,715.0890771,0
1,0,0,0,0,0,0,0,0,0,0,0,9390.775385,14950.72375,15628.57143,74.6,141000,715.0890771,74.6
0,0,0,0,0,0,0,0,0,0,1,0,203.3166667,121.0333333,179.6,179.6,50000,715.0890771,179.6
0,0,0,0,0,0,0,0,0,0,1,0,26956.43656,17834.79083,16437.48571,35939.6,5290000,715.0890771,35939.6
0,0,0,0,0,0,0,0,1,0,0,0,12299.78156,26073.37471,13120.69681,4421.118333,18200000,8662.94775,3424.33
0,0,0,0,1,0,0,0,0,0,0,0,2231.817692,1124.685625,1389.43,565.0333333,848000,715.0890771,1282.4
0,0,0,1,0,0,0,0,0,0,0,0,3187.623333,4922.45,31792.96667,3418.6,284000,715.0890771,3418.6
0,0,0,0,0,0,0,0,0,0,0,1,29674.70836,18182.23125,47405.4925,8643.7,537000,715.0890771,16180.7
0,0,0,0,0,0,0,0,1,0,0,0,392.4555556,477.4411111,357.6377778,3.633333333,12400000,715.0890771,0.4
0,0,0,1,0,0,0,0,0,0,0,0,21946.67382,62868.79522,41781.31,32443.9,1510000,715.0890771,32443.9
0,0,0,0,0,0,0,0,0,0,0,1,599.1222222,5974.34671,1351.795714,111.1,84600,715.0890771,36.5
0,0,0,0,0,1,0,0,0,0,0,0,7222.804783,17834.79083,6827.865385,2419.3,156000,715.0890771,2419.3
0,0,0,0,0,0,0,0,0,0,1,0,5453.94913,812.7428571,1682.755556,780.1,18900000,715.0890771,780.1
0,0,0,0,0,0,0,0,0,0,0,1,4732.044063,17619.36323,237.8325,1118.4325,9860,715.0890771,57.2
0,1,0,0,0,0,0,0,0,0,0,0,164.7,5974.34671,249.1,453.25,659000,715.0890771,164.7
0,0,0,1,0,0,0,0,0,0,0,0,7726.550345,697.0631579,4842.133333,147.9,3330000,715.0890771,147.9
0,0,0,0,0,0,0,0,0,0,1,0,79.4,5974.34671,10419.5816,79.4,2310000,715.0890771,79.4
0,0,0,0,0,0,0,0,0,0,1,0,26125.11111,19102.85408,33421.23,649.15,1340000,715.0890771,1230.4
0,0,0,0,0,0,0,0,0,1,0,0,536.8722222,726.275,56.7,60,151000,715.0890771,56.7
0,0,0,0,0,0,0,0,0,0,0,1,8308.601944,2457.1475,11179.7906,2194.2,2530000,715.0890771,2596.1
0,0,0,0,0,0,0,0,0,0,0,1,2.8,5974.34671,6298.578349,5250.444779,5120000,715.0890771,0
1,0,0,0,0,0,0,0,0,0,0,0,2619.47,72.2,77.8,77.8,311000,715.0890771,77.8
0,0,0,0,0,0,0,1,0,0,0,0,4491.163125,16954.93341,8987.134335,1210.4,406000,715.0890771,1210.4
0,0,0,1,0,0,0,0,0,0,0,0,23889.77585,5390.183415,20284.378,54444.2,25200000,715.0890771,54444.2
1,0,0,0,0,0,0,0,0,0,0,0,8994.396974,1670.018889,403.2622222,415.11,273000,715.0890771,377.92
0,0,0,0,0,0,0,0,0,1,0,0,6107.373939,429.74,50.5,4685.5,150000,715.0890771,50.5
0,0,0,0,0,1,0,0,0,0,0,0,17473.10158,29646.56667,22466.74444,8107.1,1410000,715.0890771,8107.1
0,0,1,0,0,0,0,0,0,0,0,0,7886.4625,5974.34671,6298.578349,559.2,421000,715.0890771,559.2
0,0,0,0,0,0,0,0,0,1,0,0,3637.156154,5974.34671,61.3,61.3,6330000,715.0890771,61.3
0,0,0,0,0,0,0,0,0,0,0,1,6729.663939,5974.34671,6298.578349,5250.444779,862000,715.0890771,0
0,1,0,0,0,0,0,0,0,0,0,0,6301.1125,17202.19802,1796.7,1796.7,275000,715.0890771,1796.7
0,0,0,0,0,0,0,0,0,0,1,0,19182.69463,17834.79083,12441.76528,19218.15,3310000,715.0890771,23788
0,0,0,0,0,0,0,0,0,0,1,0,91.3,5974.34671,80.825,91.3,1400000,715.0890771,91.3
0,0,0,0,0,0,0,0,0,0,0,1,21154.944,17834.79083,6298.578349,3637.7,295000,715.0890771,3637.7
0,0,0,0,0,0,0,0,1,0,0,0,6729.663939,5974.34671,14870.58433,5250.444779,1000000,715.0890771,24.3
0,0,1,0,0,0,0,0,0,0,0,0,628.818125,5974.34671,6298.578349,5250.444779,45700,715.0890771,0
0,0,0,0,0,0,0,0,0,0,1,0,8595.006087,207.7571429,5883.154545,637.5,175000,715.0890771,637.5
0,0,0,0,0,0,1,0,0,0,0,0,3.5,17834.79083,7764.148939,3.5,70900000,715.0890771,3.5
1,0,0,0,0,0,0,0,0,0,0,0,16854.51111,17834.79083,6298.578349,440.3,130000,715.0890771,440.3
0,0,0,0,0,1,0,0,0,0,0,0,4100.682927,5083.586667,133.2,133.2,420000,715.0890771,133.2
0,0,0,0,0,0,0,0,1,0,0,0,13.7,5974.34671,13.7,13.7,1070000,715.0890771,13.7
0,0,0,0,0,0,0,0,1,0,0,0,9232.253846,17834.79083,6298.578349,621.8,1310000,715.0890771,621.8
0,0,0,0,1,0,0,0,0,0,0,0,7199.508,7673.38718,6298.578349,294.57,3050000,715.0890771,294.57
0,0,0,0,0,0,1,0,0,0,0,0,41604.24353,62868.79522,49033.36093,243952,10800000,715.0890771,243952
0,0,0,0,0,0,0,0,1,0,0,0,2999.812857,5974.34671,6298.578349,5250.444779,521000,715.0890771,6.3
0,0,0,0,0,0,0,0,0,0,1,0,8358.078077,18.5,18.5,18.5,151000,715.0890771,18.5
0,0,0,0,0,0,0,0,0,1,0,0,10462.46281,564.3,25491.17,3299.74,574000,715.0890771,334.1
0,0,0,0,0,0,0,0,0,0,0,1,457.7573333,17834.79083,26,26,267000,715.0890771,26
0,0,0,0,0,0,0,0,0,0,1,0,13996.87989,12859.396,20510.04132,4362.8,100000000,715.0890771,4362.8
0,0,0,0,0,0,0,0,0,0,1,0,8597.26087,888.3142857,6238.512857,658.1,45300000,715.0890771,1314.8
0,0,0,0,0,1,0,0,0,0,0,0,8779.690492,27268.8877,17.1,17.1,6710000,715.0890771,17.1
0,0,0,0,0,1,0,0,0,0,0,0,6301.233774,16580.48,379.4620833,111.1,996000,715.0890771,185.7
1,0,0,0,0,0,0,0,0,0,0,0,21827.63487,24835.5575,13120.7,1770.91,330000,715.0890771,1770.91
0,0,0,0,0,0,0,0,0,0,1,0,588.1125,421,52.7,52.7,881000,715.0890771,52.7
0,0,0,0,0,1,0,0,0,0,0,0,5123.842558,4000.904091,10460.71788,180.5,991000,715.0890771,180.5
0,0,0,0,0,0,1,0,0,0,0,0,14630.62196,26486.95286,23719.491,3961.9,1160000,3961.9,3961.9
0,1,0,0,0,0,0,0,0,0,0,0,23132.53914,19892.4492,5548.009362,1758.973333,277000,715.0890771,2483.04
0,1,0,0,0,0,0,0,0,0,0,0,1309.225714,5974.34671,4113.250968,971.44,165000,715.0890771,893.6
0,1,0,0,0,0,0,0,0,0,0,0,5166.760313,5974.34671,3752.878333,1758.973333,518000,715.0890771,1747.28
0,0,0,1,0,0,0,0,0,0,0,0,1303.970526,17745.92823,3355.19,971.44,151000,1049.28,1049.28
0,0,0,0,0,0,0,1,0,0,0,0,27951.44214,5372.196154,4398.761471,4598.466667,834000,715.0890771,6845
0,0,0,0,0,0,0,0,1,0,0,0,863.9025,1154.9,216.8,216.8,59800,715.0890771,216.8
0,0,0,0,0,1,0,0,0,0,0,0,5948.372105,17834.79083,2628.4,2628.4,813000,715.0890771,2628.4
0,0,0,0,0,0,0,0,0,0,1,0,19793.87531,26406.99116,29023.165,10509.04,1110000,715.0890771,23048.6
0,1,0,0,0,0,0,0,0,0,0,0,4047.549143,16642.66722,5896.066129,564.025,355000,715.0890771,417.45
0,0,0,0,0,0,0,0,0,0,0,1,12822.9666,2394.3,1003,435.95,2730000,715.0890771,551.9
0,0,0,1,0,0,0,0,0,0,0,0,5948.877273,812.7428571,1553.35,48836.1,324000,715.0890771,198.6
0,0,0,0,0,0,0,0,1,0,0,0,10374.92296,5974.34671,390.56,610.9,2870000,715.0890771,610.9
0,0,0,0,0,0,0,0,0,0,1,0,6729.663939,5974.34671,6298.578349,5250.444779,11300,715.0890771,0
1,0,0,0,0,0,0,0,0,0,0,0,3961.941818,17685.94788,4143.87,230.97,2450000,715.0890771,230.97
1,0,0,0,0,0,0,0,0,0,0,0,10341.37624,17619.60869,14405.50735,44174.8,1040000,715.0890771,7746.3
0,0,0,0,0,0,0,0,1,0,0,0,31468.51852,10703.12657,19621.00725,18820.35,1470000,715.0890771,33214.9
0,0,0,0,0,0,0,0,1,0,0,0,40411.73935,5974.34671,17607.94413,45329.5,1470000,715.0890771,45329.5
0,0,0,1,0,0,0,0,0,0,0,0,18269.44621,28374.326,24017.14827,5727.35,982000,715.0890771,8440.8
0,0,0,0,0,0,0,0,1,0,0,0,6729.663939,5974.34671,305.3666667,5250.444779,43100,715.0890771,9.6
0,0,0,0,0,0,0,0,0,0,1,0,6748.74375,96.7,127.2,127.2,42700,715.0890771,127.2
0,0,0,0,0,0,0,0,1,0,0,0,10344.33645,5538.286667,134.5,827.2666667,71100000,715.0890771,80.8
0,0,0,0,0,0,0,0,1,0,0,0,595.9883333,3.1925,0.1,0.1,16900000,715.0890771,0.1
0,0,0,0,0,0,0,0,1,0,0,0,173.974,383.2666667,10.8,10.8,1670000,715.0890771,10.8
0,0,0,0,0,1,0,0,0,0,0,0,6729.663939,619.9,5726.579714,619.9,598000,715.0890771,619.9
0,1,0,0,0,0,0,0,0,0,0,0,5153.678,17834.79083,61.025,18.45,665000,715.0890771,1.3
0,0,0,0,1,0,0,0,0,0,0,0,6729.663939,3.1,2761.66931,255.775,203000,715.0890771,3.1
0,0,0,0,0,0,0,1,0,0,0,0,7327.5725,26131.97781,8613.5,7260.766667,688000,715.0890771,8769.2
